ZA7.SG,ZAFGEN,STU,Germany
HICKA,Hickok Inc.,PNK,USA
IERE.L,Invista European Real Estate Trust SICAF,LSE,UK
W-A.TO,"ANDREW PELLER LIMITED, CL.A",TOR,Canada
TBK,"Triumph Bancorp, Inc.",NMS,USA
CPLP,Capital Product Partners L.P.,NMS,USA
W0I.F,COPPER LAKE,FRA,Germany
JHS.BO,JHS Svendgaard Laboratories Ltd.,BSE,India
PICO,PICO Holdings Inc.,NMS,USA
101060.KS,"SBS Media Holdings Co., Ltd.",KSC,Korea
CUZ,Cousins Properties Incorporated,NYQ,USA
SBCF,Seacoast Banking Corp. of Florida,NMS,USA
ZEF.SG,ZHONGDE WASTE TECH,STU,Germany
SFP.BK,Siam Food Products Public Company Limited,SET,Thailand
WTSC-CRI310B.SA,BRPR 51 SEC C31,SAO,Brazil
NANO.L,Nanoco Group plc,LSE,UK
SIGN,Signet International Holdings Inc.,PNK,USA
QFI.L,Quadrise Fuels International PLC,LSE,UK
T3W1.F,TIME WARNER CBL,FRA,Germany
DMG.AX,Dragon Mountain Gold Ltd,ASX,Australia
FUR,Winthrop Realty Trust,NYQ,USA
UREE,"U.S. Rare Earths, Inc.",PNK,USA
AMNZF,"Ambrian Plc, Prior to Reverse Merger with Consolidated General Minerals plc",PNK,USA
NTFY,Notify Technology Corp.,PNK,USA
SMGI,SMG Indium Resources Ltd.,PNK,USA
DBD,"Diebold, Incorporated",NYQ,USA
LJPC,La Jolla Pharmaceutical Co.,NCM,Australia
WOR.L,World Careers Network plc,LSE,UK
MTVB,Mountain Valley Bancshares Inc.,PNK,USA
JBSAF,JBS S.A.,PNK,USA
721979.TWO,YUANTA SECURITIES C/W 06/06/16(,TWO,Taiwan
QL1.SI,ISHARES SINGAPORE ASIA LOC CUR ,SES,Singapore
ORSX,Orsus Xelent Technologies Inc.,PNK,USA
MWR.AX,MGM Wireless Limited,ASX,Australia
8MZ.BE,MAS ZAN,BER,Germany
2OD.BE,ON DECK CAPITAL,BER,Germany
BJINF,Beijing Enterprises Holdings Ltd.,PNK,USA
VGA.F,GILDAN ACTIVEWEAR,FRA,Germany
ARX.TO,ARC Resources Ltd.,TOR,Canada
FBNK,"First Connecticut Bancorp, Inc.",NMS,USA
VIRGOGLOB.BO,VIRGO GLOBAL MEDIA LIMITED,BSE,India
OCDGF,Ocado Group plc,PNK,USA
TAVHY,TAV Havalimanlari Holding A.S.,PNK,USA
3IN.L,3i Infrastructure plc,LSE,UK
OMIMY,OSIM International Ltd,PNK,USA
WFT.BE,WENG FINE ART N,BER,Germany
PCL.AX,Pancontinental Oil & Gas NL,ASX,Australia
ROX.V,"Canstar Resources, Inc.",VAN,Canada
UUY.F,MAXSEC GROUP,FRA,Germany
GTR.BE,GOODYEAR T & RUBBER,BER,Germany
SEPGY,SuperGroup Plc,PNK,USA
FWRD,Forward Air Corp.,NMS,USA
VEE.SG,VEEVA SYSTEMS-A,STU,Germany
SIZ.SG,Spire Corp.,STU,Germany
7PV.HM,PS Vermögensverwaltung AG,HAM,Germany
VNDA,"Vanda Pharmaceuticals, Inc.",NGM,Sweden
HHILY,Hopewell Highway Infrastructure Limited,PNK,USA
AWH,"Allied World Assurance Company Holdings, AG",NYQ,USA
SUMA.DU,SUMITOMO CORP,DUS,Germany
8050-OL.HK,YUNBO DIGITAL,HKG,Hong Kong
X.MX,United States Steel Corp.,MEX,Mexico
MMS,"MAXIMUS, Inc.",NYQ,USA
IBM.DE,International Business Machines Corporation,GER,Germany
CHH,Choice Hotels International Inc.,NYQ,USA
WIA,Western Asset/Claymore Inflation-Linked Securities & Income Fund,NYQ,USA
LBRN34.SA,"L Brands, Inc.",SAO,Brazil
LCR.DE,Las Vegas Sands Corp.,GER,Germany
J00.MU,JUST EAT,MUN,Germany
0WP.BE,WPP,BER,Germany
1548.HK,Genscript Biotech Corporation,HKG,Hong Kong
BOX.SG,BECTON DICKINSON&CO,,STU
014100.KQ,"Boryung Medience Co., Ltd.",KOE,South Korea
BKN.DE,The Bank of Nova Scotia,GER,Germany
LREN3.SA,Lojas Renner S.A.,SAO,Brazil
EGAS,Gas Natural Inc.,ASE,USA
0695.HK,DONGWU CEMENT,HKG,Hong Kong
WCHS,WINCHESTER HOLDING,PNK,USA
WSV2.DU,VIENNA INSURANCE GR,DUS,Germany
NSCI.L,NetScientific plc,LSE,UK
DCMT,"Document Capture Technologies, Inc.",PNK,USA
PURI.L,PuriCore Plc,LSE,UK
RNLSY,Renault SA,PNK,USA
3LEG.L,3Legs Resources plc,LSE,UK
TBTEF,Twin Butte Energy Ltd.,PNK,USA
EMG,"Emergent Capital, Inc.",NYQ,USA
FOMX,Foamix Pharmaceuticals Ltd.,NGM,Sweden
OTE.AX,ISIGNTHIS LTD,ASX,Australia
SKB.DE,Koenig & Bauer AG,GER,Germany
JRS.A,,ASE,USA
JPEI.L,JPMorgan Elect Managed Inc Ord,LSE,UK
TELOZ,Tel Offshore Trust,PNK,USA
717455.TWO,JIH SUN SECURITIES C/W 24/08/15,TWO,Taiwan
VEI.AX,Vision Eye Institute Limited,ASX,Australia
YAAA.BE,CDN TIRE CORP -A-,BER,Germany
UI.V,Urbanimmersive Inc.,VAN,Canada
VLNBP,Valley National Bancorp,PNK,USA
SPI.V,Canadian Spirit Resources Inc.,VAN,Canada
IBP,"Installed Building Products, Inc.",NYQ,USA
MAOR3BF.SA,MAORI       ON      MB,SAO,Brazil
AVACF,Avance Gas Holding Ltd.,PNK,USA
C2PU.SI,Parkway Life Real Estate Investment Trust,SES,Singapore
PNC-A.TO,POSTMEDIA NETWORK CANADA CORP C,TOR,Canada
BXMX,Nuveen S&P, 500 Buy-Write Income Fund,NYQ
OPRA.L,Opera Investments Plc,LSE,UK
SIV.AX,Silver Chef Limited,ASX,Australia
AVP,Avon Products Inc.,NYQ,USA
YC5.SG,FRONTIER COMM-B,STU,Germany
IMT.L,Imperial Tobacco Group PLC,LSE,UK
AMA-U.TI,AMAZON.COM,TLO,Italy
DOXA.ST,Doxa AB (publ),STO,Sweden
NY41.SG,NRG YIELD-C,STU,Germany
ADX.AX,ADX Energy Ltd.,ASX,Australia
GVDI,"Golden Valley Development, Inc",PNK,USA
KTM.VI,KTM,VIE,Austria
GCX.V,Granite Creek Gold Ltd.,VAN,Canada
MDLY,Medley Management Inc.,NYQ,USA
MPAA,"Motorcar Parts of America, Inc.",NMS,USA
AWI,"Armstrong World Industries, Inc.",NYQ,USA
SIM.CO,SimCorp A/S,CPH,Denmark
KYX.BE,KERYX BIOPHARMACEU ,BER,Germany
ODNY9.BA,,BUE,Argentina
PCF.L,Private & Commercial Finance Group plc,LSE,UK
CZQ.TO,"Continental Precious Minerals, Inc.",TOR,Canada
0R6Z.L,Royal Unibrew A/S,LSE,UK
HGT,Hugoton Royalty Trust,NYQ,USA
ASH,Ashland Inc.,NYQ,USA
JNGW,Jingwei International Limited,PNK,USA
5PF.SI,$ Jason Marine,SES,Singapore
JSCRF,MINORI SOLUTIONS CO,PNK,USA
ZGNX,"Zogenix, Inc.",NGM,Sweden
SAP.SW,SAP,EBS,Austria
1280.HK,HUIYIN SMARTCOM,HKG,Hong Kong
AHAP.JK,ASURANSI HARTA IDR50,JKT,Indonesia
PNG.V,Kraken Sonar Inc.,VAN,Canada
INFSY,Infinis Energy plc,PNK,USA
SLCT,"Select Bancorp, Inc.",NGM,Sweden
VOLARA.MX,VOLARIS-A,MEX,Mexico
IDEXY,Industria de Diseno Textil SA,PNK,USA
ZURN.VX,ZURICH INSUR GRP N,VTX,International
NKE,"NIKE, Inc.",NYQ,USA
TRUU,"True Drinks Holdings, Inc.",PNK,USA
NWN,Northwest Natural Gas Company,NYQ,USA
RGBC,"Regional Bankshares, Inc.",PNK,USA
NRT.SG,TERRA NITRO,STU,Germany
SMREF,San Marco Resources Inc.,PNK,USA
YUE1.SG,YUE YUEN INDUSTRIAL,STU,Germany
SCGGF,SHOUGANG CONCORD GRA,PNK,USA
03762015.KS,MIRAE ASSET SECURITI 11R,KSC,Korea
IVW.TO,LeadFX Inc.,TOR,Canada
RNU.AX,Renascor Resources Limited,ASX,Australia
YESBANK4.BO,YES BANK LTD,BSE,India
QLI.IL,QUEENCO SPGDR REG-S,IOB,UK
DMSQ,Damariscotta Bankshares Inc.,PNK,USA
5053.KL,OSK Holdings Berhad,KLS,Malaysia
LEX.TO,Lexam VG Gold Inc.,TOR,Canada
WXF.F,HILLTOP HOLDINGS,FRA,Germany
3336.HK,Ju Teng International Holdings Limited,HKG,Hong Kong
DISB34.SA,The Walt Disney Company,SAO,Brazil
SNP,China Petroleum & Chemical Corp.,NYQ,USA
KPELF,Keppel Corporation Limited,PNK,USA
UWN,Nevada Gold & Casinos Inc.,ASE,USA
PJT,PJT Partners Inc.,NYQ,USA
TOMZ,"TOMI Environmental Solutions, Inc.",PNK,USA
XOA1.DU,SONAECOM R,DUS,Germany
RWCB,Redwood Capital Bancorp,PNK,USA
ABUS,Arbutus Biopharma Corporation,NCM,Australia
GHC-UN.TO,GLOBAL HEALTHCARE DIVIDEND FUND,TOR,Canada
MJS.V,Majestic Gold Corp.,VAN,Canada
OGF-UN.TO,Aston Hill Global Resource Fund,TOR,Canada
PSTR,PostRock Energy Corporation,PNK,USA
T9Z.BE,ZUMTOBEL GR,BER,Germany
0732.HK,Truly International Holdings Ltd.,HKG,Hong Kong
WSBLY,ENHANCED SYSTEMS TEC,PNK,USA
WEGOF,WESCAN GOLDFIELDS IN,PNK,USA
FORR,Forrester Research Inc.,NMS,USA
UCM.BE,BUZZI UNICEM,BER,Germany
PHA.AX,Public Holdings (Australia) Limited,ASX,Australia
WIQ.SG,CLEAN ENERGY FUELS,STU,Germany
ONB,Old National Bancorp.,NMS,USA
0877.HK,O-Net Technologies (Group) Limited,HKG,Hong Kong
ZGV1.MU,GEVO,MUN,Germany
XOXO,XO Group Inc.,NYQ,USA
USHDI.BO,Ushdev International Limited,BSE,India
TCLA.F,TIM PARTICIP SP ADR,FRA,Germany
TESO,Tesco Corporation,NMS,USA
EPN.MU,ENDESA SP ADR,MUN,Germany
NRSCF,"Nomura Holdings, Inc.",PNK,USA
DSG.TO,The Descartes Systems Group Inc,TOR,Canada
PSEC,Prospect Capital Corporation,NMS,USA
FFK.BE,WESTERN DESERT,BER,Germany
PJS,PreferredPlus Trust Ser FAR 1 T,NYQ,USA
FEEC,Far East Energy Corp.,PNK,USA
QXR2.F,DESERT GOLD VENTURE,FRA,Germany
UG5A.BE,TIGER BRANDS,BER,Germany
VDG1L.VS,Vilniaus Degtine AB,LIT,Lithuania
HICL.L,HICL Infrastructure Company Limited,LSE,UK
III,"Information Services Group, Inc.",NGM,Sweden
LXB.L,LXB Retail Properties Plc,LSE,UK
CRAW.L,Crawshaw Group plc,LSE,UK
PCMC,Public Company Management Corp.,PNK,USA
GOGO,Gogo Inc.,NMS,USA
LNXSF,Lanxess AG,PNK,USA
WIL.V,WILTON RESOURCES INC,VAN,Canada
MU,"Micron Technology, Inc.",NMS,USA
Y06.SI,Green Build Technology Limited,SES,Singapore
000835.KS,Samsung C&T, Corporation,KSC
CATC,Cambridge Bancorp,OBB,USA
2699-OL.HK,XINMING CHINA,HKG,Hong Kong
XD4.SG,STRABAG,STU,Germany
FORTH.AT,Hellenic Company for Telecommunications and Telematic Applications S.A.,ATH,Greece
YPCRO.BA,YPF SA 8.875% NT 19/12/18 USD10,BUE,Argentina
GXSC.SG,"Yosen Group, Inc.",STU,Germany
076610.KQ,"Haesung Optics Co., Ltd.",KOE,South Korea
PPM.V,"Pacific Imperial Mines, Inc.",VAN,Canada
QNCD.QA,Qatar National Cement Company (Q.S.C.),DOH,Qatar
YBRHF,Yellow Brick Road Holdings Limited,PNK,USA
LLIS3.SA,"Restoque ComÃ©rcio e ConfecÃ§Ãµes de Roupas S.A.
",SAO,Brazil
SON1.HM,SONY,HAM,Germany
ARO.AX,Astro Resources NL,ASX,Australia
IGQ5.BE,3i Ord,BER,Germany
TIT.MI,Telecom Italia S.p.A.,MIL,Italy
ELECW,Electrum Special Acquisition Co,NCM,Australia
LOTUSEYE.NS,Lotus Eye Hospital and Institute Limited,NSI,India
EJPRY,East Japan Railway Company,PNK,USA
108670.KS,LG Hausys Ltd.,KSC,Korea
ECOP,Eco-Shift Power Corp.,PNK,USA
MUG.BE,MITSUBISHI GAS CHEM,BER,Germany
043340.KQ,Essen Tech Co. Ltd.,KOE,South Korea
SRP.HM,SHARP CORP OSAKA,HAM,Germany
ISSI,"Integrated Silicon Solution, Inc.",NMS,USA
RBMS.JK,RISTIA BINTANG MAH LKD SHS('A' ,JKT,Indonesia
ADCF,"Advanced Defense Technologies, Inc.",PNK,USA
KOGMF,Kilo Goldmines Ltd.,PNK,USA
QNST,"QuinStreet, Inc.",NMS,USA
MGN,"Mines Management, Inc.",ASE,USA
HZOZD,HORIZON BETAPRO NYME,PNK,USA
AXLE,"T.J.T., Inc.",PNK,USA
2608.HK,Sunshine 100 China Holdings Ltd,HKG,Hong Kong
HPO.F,HOSPIT PPTY TR REIT,FRA,Germany
VRTT,Viatar CTC Solutions Inc.,OBB,USA
2788.HK,Yorkey Optical International (Cayman) Ltd.,HKG,Hong Kong
0260-OL.HK,AVIC JOY HLDG,HKG,Hong Kong
PWF-PI.TO,POWER FINANCIAL CORP 6% SERIES ,TOR,Canada
SOR,"Source Capital, Inc.",NYQ,USA
SLW,Silver Wheaton Corp.,NYQ,USA
TMH,"Team Health Holdings, Inc.",NYQ,USA
JAI.L,JPMorgan Asian Ord,LSE,UK
IOFB,Iowa First Bancshares Corp.,PNK,USA
FIGR,The First National Bank of Groton,PNK,USA
03018X.TW,YUANTA SECURITIES C/W 10/03/16(,TAI,Taiwan
P8Z.SI,Bumitama Agri Ltd.,SES,Singapore
BTO.TO,B2Gold Corp.,TOR,Canada
WA9.BE,WABASH NATIONAL,BER,Germany
AIB1.SG,ALLIED IRISH BANKS,STU,Germany
VVV.V,VENTURI VENTURES INC,VAN,Canada
DDDC,"deltathree, Inc.",PNK,USA
ARPNF,ASTRO JAPAN PROPERTY,PNK,USA
JDORGOCHEM.BO,JD ORGOCHEM LTD.,BSE,India
GETH,Green EnviroTech Holdings Corp.,PNK,USA
T01.F,TEEKAY OFFSH PRTN,FRA,Germany
KRANQ,Kranem Corporation,PNK,USA
JDG.L,Judges Scientific plc,LSE,UK
ASTC,Astrotech Corp.,NCM,Australia
ZEE.V,Zenith Energy Ltd.,VAN,Canada
ZARCOLEA.BO,ARCO LEASING LTD.,BSE,India
PKX.MU,POSCO SP ADR,MUN,Germany
AIB1.DU,ALLIED IRISH BANKS,DUS,Germany
KMTG,KMT Global Holdings Inc.,PNK,USA
SAUC,"Diversified Restaurant Holdings, Inc.",NCM,Australia
PCN,PIMCO Corporate & Income Strategy Fund,NYQ,USA
XCC.F,CSE GLOBAL,FRA,Germany
PGEM,"Ply Gem Holdings, Inc",NYQ,USA
TBZ.NS,Tribhovandas Bhimji Zaveri Limited,NSI,India
JTP,Nuveen Quality Preferred Income Fund,NYQ,USA
MRC.TO,Morguard Corp.,TOR,Canada
ITW,Illinois Tool Works Inc.,NYQ,USA
CGT.V,Columbus Gold Corp.,VAN,Canada
BDORY,Banco do Brasil S.A.,PNK,USA
YRSL.ME,Public Joint Stock Company Commercial Bank Yaroslavich,MCX,India
VPA.F,AVEO PHARMA,FRA,Germany
LGNYZ,LIGAND PHARMA,PNK,USA
2383-OL.HK,TOM GROUP,HKG,Hong Kong
1293.HK,Baoxin Auto Group Limited,HKG,Hong Kong
XMY.DE,mybet Holding SE,GER,Germany
SHANTIVI.BO,,BSE,India
OTSKF,"Otsuka Holdings Co., Ltd.",PNK,USA
SIMECB.MX,Grupo Simec S.A.B. de C.V.,MEX,Mexico
V1SF.EX,ARKEMA,EUX,Germany
SIELY,Shanghai Electric Group Company Limited,PNK,USA
ZYT.BE,NEVADA COPPER,BER,Germany
OPAY.L,PAYSAFE GROUP,LSE,UK
MMXM3.SA,MMX Mineração e Metálicos S.A.,SAO,Brazil
YGR.TO,Yangarra Resources Ltd.,TOR,Canada
ANAV,"Alpha Network Alliance Ventures, Inc.",OBB,USA
ANCA.SG,ANA HD,STU,Germany
Q-P.V,,VAN,Canada
2101.TW,"NanKang Rubber Tire Corp., Ltd.",TAI,Taiwan
IHG,Intercontinental Hotels Group plc,NYQ,USA
ZDEXF,Sintana Energy Inc.,PNK,USA
SNS.V,Select Sands Corp.,VAN,Canada
WPI.AX,West Peak Iron Limited,ASX,Australia
KIRY,Kiewit Royalty Trust,PNK,USA
SHM.AX,Shriro Holdings Limited,ASX,Australia
ABGB,Abengoa SA,NMS,USA
PF,Pinnacle Foods Inc.,NYQ,USA
LCCTF,L'Occitane International S.A.,PNK,USA
KDIC,KUN DE INTERNATIONAL HOLDINGS I,PNK,USA
XMY.MU,MYBET HOLDING N,MUN,Germany
PKE,Park Electrochemical Corp.,NYQ,USA
NIPOF,NIPPON HOTEL,PNK,USA
2988.HK,MEGAEXPO-OLD,HKG,Hong Kong
0EJ.F,ENBIO HOLDINGS,FRA,Germany
NICE,NICE Systems Ltd.,NMS,USA
TAIPF,Taipan Resources Inc,PNK,USA
BY5.F,MODERN WATER,FRA,Germany
FX9.F,WESTERN AREAS,FRA,Germany
SAVXY,Sahaviriya Steel Industries Public Company Limited,PNK,USA
Z1O.F,ZILLOW-A,FRA,Germany
ZENTEC.BO,Zen Technologies Ltd.,BSE,India
VCV-H.V,VATIC VENTURES CORP,VAN,Canada
VCVOF,VinaCapital Vietnam Opportunity Fund Limited,PNK,USA
NTO.TA,Neto M.E Holdings Ltd.,TLV,Israel
CYS.AX,Peppermint Innovation Limited,ASX,Australia
FNB-PE,F.N.B. Corporation Depositary S,NYQ,USA
VED.L,Vedanta Resources plc,LSE,UK
ARAN.TA,Aran Research & Development (1982) Ltd.,TLV,Israel
2369.HK,Coolpad Group Limited,HKG,Hong Kong
ZVVNMFG.BO,VVN MFG.& INVESTA LTD.,BSE,India
EBK.DE,EnBW Energie Baden-Wuerttemberg AG,GER,Germany
FLMNF,FIELMANN AG,PNK,USA
8129.HK,China Bio Cassava Holdings Limited,HKG,Hong Kong
ZICOM.NS,Zicom Electronic Security Systems Limited,NSI,India
XLGLF,XL GROUP LTD,PNK,USA
FHN,First Horizon National Corporation,NYQ,USA
PSMT,PriceSmart Inc.,NMS,USA
GEOR,GeoPetro Resources Company,PNK,USA
CANIF,Zenith Energy Ltd.,PNK,USA
VOLVF,AB Volvo,PNK,USA
KUNUF,Kunlun Energy Company Limited,PNK,USA
VRPMF,VRANKEN POMMERY MONO,PNK,USA
MHSDF,Megacable Holdings SAB de CV,PNK,USA
YGO.SG,PIONEER ENERGY SVCS,STU,Germany
4703.TWO,YANG HWA TECHNOLOG TWD10,TWO,Taiwan
ZAG.VI,ZUMTOBEL GR,VIE,Austria
PEYE,"Precision Optics Corporation, Inc.",PNK,USA
WDFC,WD-40 Company,NMS,USA
ZEEMEDIA-EQ.NS,ZEE MEDIA CORPORATION LIMITED,NSI,India
OVLY,Oak Valley Bancorp,NCM,Australia
VLTCW,VOLTARI CORPORATION,PNK,USA
TMXXF,TMX Group Limited,PNK,USA
SBGL,Sibanye Gold Limited,NYQ,USA
NCT,Newcastle Investment Corp.,NYQ,USA
RSTI.ME,"Rosseti, Public Joint Stock Company",MCX,India
DHOXQ,"Desarrolladora Homex, S.A.B. de C.V.",PNK,USA
VPY.V,Versapay Corporation,VAN,Canada
RAVE,"RAVE Restaurant Group, Inc.",NCM,Australia
M6Q.MU,OUTOTEC,MUN,Germany
TDCB,Third Century Bancorp.,OBB,USA
PHIA.AS,ROY.PHILIPS,AMS,Netherlands
6866-OL.HK,ZUOLI M-FIN,HKG,Hong Kong
IGQ5.SG,3i Ord,STU,Germany
ASI1.BE,ASICS CORP,BER,Germany
BOE.L,The Boeing Company,LSE,UK
CG.TO,Centerra Gold Inc.,TOR,Canada
AMBCW,"Ambac Financial Group, Inc.",NMS,USA
ICAD.PA,Icade S.A.,PAR,France
YCM-PB.TO,COMMERCE SPLIT CORP CLASS II PR,TOR,Canada
YESIL.IS,Yesil Yatirim Holding Anonim Sirketi,IST,Turkey
GML.AX,Gateway Mining Limited,ASX,Australia
AGS.BR,ageas SA/NV,BRU,Belgium
717143.TWO,YUANTA SECURITIES C/W 28/07/15(,TWO,Taiwan
VULC,Vulcan International Corporation,PNK,USA
AF.TO,AlarmForce Industries Inc.,TOR,Canada
QHI.MU,SHIMAO PPTY,MUN,Germany
WFS.BE,WARIMPEX FIN- U.BET,BER,Germany
WPT,"World Point Terminals, LP",NYQ,USA
MVN.V,Madalena Energy Inc.,VAN,Canada
PTCHF,PureTech Health plc,PNK,USA
TT.TO,Terra Energy Corp.,TOR,Canada
PIC-A.TO,Premium Income Corporation,TOR,Canada
RBS,The Royal Bank of Scotland Group plc,NYQ,USA
GBL,"GAMCO Investors, Inc.",NYQ,USA
VII.AX,Vietnam Industrial Investments Limited,ASX,Australia
VH8.BE,VALLEY HIGH MINING,BER,Germany
VSA.F,VALEO,FRA,Germany
LPLA,LPL Financial Holdings Inc.,NMS,USA
HT4.MU,HUDSON TECHNOLOGY,MUN,Germany
1918.HK,Sunac China Holdings Limited,HKG,Hong Kong
IITOF,Intesa Sanpaolo S.p.A.,PNK,USA
YQNP.BE,PETRICHOR EGY,BER,Germany
JFR.BE,JFE HOLDINGS,BER,Germany
2212-OL.HK,FB MINING,HKG,Hong Kong
9TO.F,TOYOTA TSUSHO,FRA,Germany
PLSM.ME,Plasmeq Open Joint-Stock Company,MCX,India
HRL.V,Hansa Resources Ltd.,VAN,Canada
CHGI,"China Carbon Graphite Group, Inc.",PNK,USA
O3B.BE,YOMA STRATEGIC HLDG,BER,Germany
SAGKF,Stagecoach Group plc,PNK,USA
ANH.L,Al Noor Hospitals Group Plc,LSE,UK
AMLH,"American Leisure Holdings, Inc.",PNK,USA
032685.KQ,"Softcen Co., Ltd.",KOE,South Korea
RTHA.F,WILMAR INTL,FRA,Germany
WNDM,"Wound Management Technologies, Inc.",PNK,USA
MUX.DE,mutares AG,GER,Germany
718331.TWO,YUANTA SECURITIES C/W 12/10/15(,TWO,Taiwan
IRL.TO,Minera IRL Limited,TOR,Canada
QGTS.QA,Qatar Gas Transport Company Limited (Nakilat) Q.S.C.,DOH,Qatar
KOP,Koppers Holdings Inc.,NYQ,USA
BGCP,"BGC Partners, Inc.",NMS,USA
GPP,Green Plains Partners LP,NGM,Sweden
QY6.F,QINETIQ GROUP,FRA,Germany
BKJ,"Bancorp Of New Jersey, Inc.",ASE,USA
YELP,Yelp Inc.,NYQ,USA
AOW.AX,American Patriot Oil & Gas Limited,ASX,Australia
NMRD,Nemaura Medical Inc.,OBB,USA
Z-UN.V,FRONSAC CAPITAL REIT UNITS,VAN,Canada
ENLB,"Enerlabs, Inc.",PNK,USA
MMM.MX,3M Company,MEX,Mexico
EXAD,"Experience Art and Design, Inc.",PNK,USA
MAL2.F,BLUE SKY URANIUM,FRA,Germany
INVN,"InvenSense, Inc.",NYQ,USA
HQH,Tekla Healthcare Investors,NYQ,USA
OBEROIRLTY6.BO,OBEROI REALTY LTD,BSE,India
YE4.BE,TEN ALPS,BER,Germany
LBTYB,Liberty Global plc,NMS,USA
CCVAJ,Country Club of Virginia Inc.,PNK,USA
TB28.QA,QA CB TBill 273D 05Jan2016,DOH,Qatar
PCLN.MX,The Priceline Group Inc.,MEX,Mexico
SCSHF,The Scottish Oriental Smaller Companies Trust plc,PNK,USA
722157.TWO,KGI SECURITIES(TW) C/W 22/06/16,TWO,Taiwan
JNPR-U.TI,JUNIPER NETWORKS,TLO,Italy
WHX.MU,APRANGA,MUN,Germany
FCRDF,ICHIGO REAL ESTATE I,PNK,USA
RUS.TO,Russel Metals Inc.,TOR,Canada
006260.KS,LS Corp.,KSC,Korea
TIM.HM,ZEAL NET -NPV-,HAM,Germany
MPL.AX,Medibank Private Limited,ASX,Australia
KTOV,Kitov Pharmaceuticals Holdings LTD,NCM,Australia
NYKA.DU,NIPPON YUSEN K K,DUS,Germany
KBCSF,KBC Group NV,PNK,USA
AFRS,"American First Financial, Inc.",PNK,USA
NTG.L,Northgate plc,LSE,UK
FRPH,"FRP Holdings, Inc.",NMS,USA
PSG,Performance Sports Group Ltd.,NYQ,USA
TRUMF,Terumo Corporation,PNK,USA
ZP3A.F,CN RES AND TRAN,FRA,Germany
TLVA,Somerset Transition Corporation,PNK,USA
717507.TWO,YUANTA SECURITIES C/W 01/10/15(,TWO,Taiwan
ETFLF,Eastfield Resources Ltd.,PNK,USA
QZM.V,QUARTZ MOUNTAIN RESOURCES LTD,VAN,Canada
ALVDM.PA,Voyageurs du Monde Société Anonyme,PAR,France
LXN.F,LEXINGTON RLTY REIT,FRA,Germany
PFND,"Pathfinder Cell Therapy, Inc.",PNK,USA
MODWOOL.BO,Modella Woollens Limited,BSE,India
CHOP,China Gerui Advanced Materials Group Ltd.,NMS,USA
ANF,Abercrombie & Fitch Co.,NYQ,USA
AEGAD,FutureLand Corp.,PNK,USA
SRTSF,GR Sarantis SA,PNK,USA
VLT,Invesco High Income Trust II,NYQ,USA
RF,Regions Financial Corporation,NYQ,USA
EMJ,Eaton Vance New Jersey Municipal Bond Fund,ASE,USA
ANAC,"Anacor Pharmaceuticals, Inc.",NGM,Sweden
